place,type,country,region,latitude,longitude,observation_time,temperature,weather_code,weather_desc,wind_speed,wind_degree,wind_direction,pressure,precipitation,humidity,cloud_cover,feels_like,uv_index,visibility,iso3
Lisbon,City,Portugal,Lisboa,38.717,-9.133,2022-03-29,14.0,116.0,Partly cloudy,13.0,350.0,N,1010.0,0.0,94.0,25.0,13.0,4.0,10.0,PRT
Lisbon,City,Portugal,Lisboa,38.717,-9.133,2022-03-30,13.0,116.0,Partly cloudy,24.0,340.0,NNW,1010.0,0.0,77.0,25.0,10.0,4.0,10.0,PRT
Lisbon,City,Portugal,Lisboa,38.717,-9.133,2022-03-31,13.0,116.0,Partly cloudy,13.0,290.0,WNW,1012.0,0.0,88.0,75.0,11.0,4.0,10.0,PRT
Lisbon,City,Portugal,Lisboa,38.717,-9.133,2022-04-01,15.0,116.0,Partly cloudy,22.0,340.0,NNW,1018.0,0.0,55.0,25.0,14.0,5.0,10.0,PRT
Ljubljana,City,Slovenia,Bohinj,46.055,14.514,2022-03-28,-1.0,113.0,Clear,0.0,236.0,SW,1026.0,0.0,86.0,0.0,-1.0,1.0,10.0,SVN
Ljubljana,City,Slovenia,Bohinj,46.055,14.514,2022-03-29,13.0,113.0,Sunny,12.0,264.0,W,1016.0,0.0,48.0,2.0,12.0,4.0,10.0,SVN
Ljubljana,City,Slovenia,Bohinj,46.055,14.514,2022-03-30,8.0,116.0,Partly cloudy,7.0,280.0,W,1007.0,0.0,76.0,75.0,7.0,2.0,10.0,SVN
Ljubljana,City,Slovenia,Bohinj,46.055,14.514,2022-03-31,8.0,302.0,Rain,15.0,310.0,NW,995.0,6.1,93.0,75.0,8.0,2.0,7.0,SVN
Ljubljana,City,Slovenia,Bohinj,46.055,14.514,2022-04-01,9.0,116.0,Partly cloudy,0.0,34.0,NNE,994.0,0.1,87.0,75.0,9.0,2.0,8.0,SVN
Lobamba,City,Swaziland,Hhohho,-26.467,31.2,2022-03-28,17.0,143.0,Mist,1.0,114.0,ESE,1021.0,0.1,96.0,53.0,17.0,1.0,2.0,SWZ
Lobamba,City,Swaziland,Hhohho,-26.467,31.2,2022-03-28,17.0,143.0,Mist,1.0,114.0,ESE,1021.0,0.1,96.0,53.0,17.0,1.0,2.0,SWZ
Lobamba,City,Swaziland,Hhohho,-26.467,31.2,2022-03-29,22.0,113.0,Sunny,5.0,31.0,NNE,1019.0,0.0,65.0,5.0,25.0,6.0,10.0,SWZ
Lobamba,City,Swaziland,Hhohho,-26.467,31.2,2022-03-29,22.0,113.0,Sunny,5.0,31.0,NNE,1019.0,0.0,65.0,5.0,25.0,6.0,10.0,SWZ
Lobamba,City,Swaziland,Hhohho,-26.467,31.2,2022-03-30,23.0,113.0,Sunny,4.0,28.0,NNE,1017.0,0.0,57.0,2.0,25.0,6.0,10.0,SWZ
Lobamba,City,Swaziland,Hhohho,-26.467,31.2,2022-03-30,23.0,113.0,Sunny,4.0,28.0,NNE,1017.0,0.0,57.0,2.0,25.0,6.0,10.0,SWZ
Lobamba,City,Swaziland,Hhohho,-26.467,31.2,2022-03-31,26.0,113.0,Sunny,8.0,81.0,E,1017.0,0.0,46.0,3.0,26.0,7.0,10.0,SWZ
Lobamba,City,Swaziland,Hhohho,-26.467,31.2,2022-03-31,26.0,113.0,Sunny,8.0,81.0,E,1017.0,0.0,46.0,3.0,26.0,7.0,10.0,SWZ
Lobamba,City,Swaziland,Hhohho,-26.467,31.2,2022-04-01,32.0,113.0,Sunny,10.0,76.0,ENE,1014.0,0.0,35.0,6.0,31.0,8.0,10.0,SWZ
Lobamba,City,Swaziland,Hhohho,-26.467,31.2,2022-04-01,32.0,113.0,Sunny,10.0,76.0,ENE,1014.0,0.0,35.0,6.0,31.0,8.0,10.0,SWZ
Lome,City,Togo,Maritime,6.132,1.223,2022-03-28,28.0,116.0,Partly cloudy,15.0,260.0,W,1009.0,0.0,89.0,50.0,32.0,1.0,10.0,TGO
Lome,City,Togo,Maritime,6.132,1.223,2022-03-29,29.0,116.0,Partly cloudy,7.0,250.0,WSW,1010.0,0.0,84.0,25.0,35.0,7.0,8.0,TGO
Lome,City,Togo,Maritime,6.132,1.223,2022-03-30,29.0,116.0,Partly cloudy,7.0,250.0,WSW,1008.0,0.0,79.0,25.0,34.0,6.0,8.0,TGO
Lome,City,Togo,Maritime,6.132,1.223,2022-03-31,30.0,116.0,Partly cloudy,15.0,240.0,WSW,1009.0,0.0,79.0,50.0,35.0,7.0,10.0,TGO
Lome,City,Togo,Maritime,6.132,1.223,2022-04-01,29.0,389.0,Light Rain With Thunderstorm,0.0,0.0,N,1011.0,0.0,79.0,25.0,31.0,8.0,8.0,TGO
London,City,United Kingdom,"City of London, Greater London",51.517,-0.106,2022-03-28,5.0,143.0,Mist,0.0,59.0,ENE,1026.0,0.0,93.0,100.0,4.0,1.0,8.0,GBR
London,City,United Kingdom,"City of London, Greater London",51.517,-0.106,2022-03-29,8.0,116.0,Partly cloudy,13.0,70.0,ENE,1013.0,0.2,87.0,75.0,6.0,2.0,8.0,GBR
London,City,United Kingdom,"City of London, Greater London",51.517,-0.106,2022-03-30,7.0,122.0,Overcast,11.0,40.0,NE,1007.0,0.3,87.0,100.0,6.0,2.0,6.0,GBR
London,City,United Kingdom,"City of London, Greater London",51.517,-0.106,2022-03-31,3.0,122.0,Overcast,17.0,10.0,N,1008.0,0.0,75.0,75.0,-2.0,2.0,10.0,GBR
London,City,United Kingdom,"City of London, Greater London",51.517,-0.106,2022-04-01,6.0,116.0,Partly cloudy,24.0,10.0,N,1017.0,0.0,52.0,75.0,2.0,2.0,10.0,GBR
Longyearbyen (Svalbard),City,Norway,Sogn og Fjordane,78.0,16.0,2022-03-28,-18.0,143.0,Mist,9.0,80.0,E,1027.0,0.0,95.0,42.0,-24.0,1.0,2.0,NOR
Longyearbyen (Svalbard),City,Norway,Sogn og Fjordane,78.0,16.0,2022-03-29,-15.0,113.0,Sunny,8.0,52.0,NE,1029.0,0.0,84.0,19.0,-21.0,2.0,10.0,NOR
Longyearbyen (Svalbard),City,Norway,Sogn og Fjordane,78.0,16.0,2022-03-30,-12.0,113.0,Sunny,7.0,100.0,E,1024.0,0.0,66.0,0.0,-14.0,2.0,10.0,NOR
Longyearbyen (Svalbard),City,Norway,Sogn og Fjordane,78.0,16.0,2022-03-31,-13.0,122.0,Overcast,1.0,352.0,N,1018.0,0.0,72.0,100.0,-13.0,1.0,10.0,NOR
Longyearbyen (Svalbard),City,Norway,Sogn og Fjordane,78.0,16.0,2022-04-01,-17.0,113.0,Sunny,12.0,76.0,ENE,1014.0,0.0,84.0,15.0,-24.0,2.0,10.0,NOR
Luanda,City,Angola,Cuanza Norte,-8.838,13.234,2022-03-28,25.0,119.0,Cloudy,8.0,120.0,ESE,1010.0,0.0,85.0,80.0,28.0,1.0,10.0,AGO
Luanda,City,Angola,Cuanza Norte,-8.838,13.234,2022-03-29,27.0,116.0,Partly cloudy,9.0,130.0,SE,1010.0,1.1,84.0,75.0,32.0,5.0,10.0,AGO
Luanda,City,Angola,Cuanza Norte,-8.838,13.234,2022-03-30,26.0,116.0,Partly cloudy,13.0,130.0,SE,1009.0,0.1,89.0,75.0,30.0,6.0,9.0,AGO
Luanda,City,Angola,Cuanza Norte,-8.838,13.234,2022-03-31,27.0,119.0,Cloudy,12.0,144.0,SE,1010.0,0.0,77.0,79.0,31.0,6.0,10.0,AGO
Luanda,City,Angola,Cuanza Norte,-8.838,13.234,2022-04-01,28.0,119.0,Cloudy,2.0,16.0,NNE,1011.0,0.0,78.0,73.0,33.0,6.0,10.0,AGO
Lusaka,City,Zambia,Lusaka,-15.417,28.283,2022-03-28,18.0,248.0,Fog,10.0,117.0,ESE,1014.0,0.0,98.0,100.0,18.0,1.0,0.0,ZMB
Lusaka,City,Zambia,Lusaka,-15.417,28.283,2022-03-29,19.0,122.0,Overcast,15.0,94.0,E,1017.0,0.0,83.0,91.0,19.0,4.0,10.0,ZMB
Lusaka,City,Zambia,Lusaka,-15.417,28.283,2022-03-30,20.0,116.0,Partly cloudy,17.0,81.0,E,1016.0,0.0,79.0,54.0,20.0,5.0,10.0,ZMB
Lusaka,City,Zambia,Lusaka,-15.417,28.283,2022-03-31,22.0,116.0,Partly cloudy,16.0,87.0,E,1016.0,0.0,66.0,44.0,25.0,6.0,10.0,ZMB
Lusaka,City,Zambia,Lusaka,-15.417,28.283,2022-04-01,27.0,113.0,Sunny,14.0,80.0,E,1013.0,0.0,55.0,17.0,28.0,7.0,10.0,ZMB
Luxembourg,City,Luxembourg,Luxembourg,49.612,6.13,2022-03-28,8.0,113.0,Clear,11.0,30.0,NNE,1025.0,0.0,87.0,0.0,8.0,1.0,10.0,LUX
Luxembourg,City,Luxembourg,Luxembourg,49.612,6.13,2022-03-29,10.0,113.0,Sunny,19.0,40.0,NE,1012.0,0.0,71.0,0.0,10.0,3.0,7.0,LUX
Luxembourg,City,Luxembourg,Luxembourg,49.612,6.13,2022-03-30,6.0,296.0,"Light Rain, Mist",20.0,40.0,NE,1002.0,1.4,93.0,75.0,3.0,2.0,3.0,LUX
Luxembourg,City,Luxembourg,Luxembourg,49.612,6.13,2022-03-31,5.0,296.0,"Light Rain, Mist",17.0,40.0,NE,996.0,0.9,93.0,75.0,5.0,2.0,4.0,LUX
Luxembourg,City,Luxembourg,Luxembourg,49.612,6.13,2022-04-01,1.0,116.0,Partly cloudy,24.0,10.0,N,1003.0,0.0,86.0,75.0,-4.0,1.0,10.0,LUX
Madrid,City,Spain,Madrid,40.4,-3.683,2022-03-28,8.0,113.0,Clear,6.0,360.0,N,1022.0,0.0,81.0,0.0,6.0,1.0,10.0,ESP
Madrid,City,Spain,Madrid,40.4,-3.683,2022-03-29,10.0,116.0,Partly cloudy,11.0,260.0,W,1011.0,0.0,87.0,25.0,10.0,4.0,10.0,ESP
Madrid,City,Spain,Madrid,40.4,-3.683,2022-03-30,9.0,302.0,Rain,6.0,320.0,NW,1003.0,0.2,93.0,75.0,7.0,3.0,3.0,ESP
Madrid,City,Spain,Madrid,40.4,-3.683,2022-03-31,8.0,116.0,Partly cloudy,22.0,300.0,WNW,1006.0,0.0,53.0,25.0,5.0,2.0,10.0,ESP
Madrid,City,Spain,Madrid,40.4,-3.683,2022-04-01,8.0,116.0,Partly cloudy,15.0,350.0,N,1016.0,0.0,36.0,25.0,6.0,3.0,10.0,ESP
Majuro,City,Marshall Islands,,7.1,171.383,2022-03-28,31.0,116.0,Partly cloudy,17.0,70.0,ENE,1007.0,0.0,71.0,75.0,39.0,6.0,24.0,MHL
Majuro,City,Marshall Islands,,7.1,171.383,2022-03-29,27.0,122.0,Overcast,0.0,59.0,ENE,1009.0,1.6,79.0,100.0,30.0,1.0,24.0,MHL
Majuro,City,Marshall Islands,,7.1,171.383,2022-03-30,26.0,122.0,Overcast,11.0,150.0,SSE,1010.0,3.4,84.0,100.0,30.0,1.0,24.0,MHL
Majuro,City,Marshall Islands,,7.1,171.383,2022-03-31,27.0,122.0,Overcast,30.0,50.0,NE,1009.0,0.0,84.0,100.0,30.0,1.0,24.0,MHL
Majuro,City,Marshall Islands,,7.1,171.383,2022-04-01,28.0,122.0,Overcast,37.0,50.0,NE,1009.0,0.3,84.0,100.0,32.0,1.0,24.0,MHL
Malabo,City,Equatorial Guinea,Bioko Norte,3.75,8.783,2022-03-28,26.0,116.0,Partly cloudy,7.0,230.0,SW,1010.0,0.1,94.0,25.0,29.0,1.0,10.0,GNQ
Malabo,City,Equatorial Guinea,Bioko Norte,3.75,8.783,2022-03-29,30.0,116.0,Partly cloudy,0.0,0.0,N,1012.0,0.1,79.0,25.0,37.0,6.0,10.0,GNQ
Malabo,City,Equatorial Guinea,Bioko Norte,3.75,8.783,2022-03-30,31.0,116.0,Partly cloudy,0.0,0.0,N,1009.0,0.0,79.0,25.0,40.0,7.0,10.0,GNQ
Malabo,City,Equatorial Guinea,Bioko Norte,3.75,8.783,2022-03-31,30.0,116.0,Partly cloudy,11.0,250.0,WSW,1009.0,0.2,89.0,25.0,37.0,6.0,10.0,GNQ
Malabo,City,Equatorial Guinea,Bioko Norte,3.75,8.783,2022-04-01,29.0,386.0,Patchy light rain with thunder,7.0,286.0,WNW,1012.0,0.3,76.0,73.0,34.0,6.0,10.0,GNQ
Malegaon,City,India,Maharashtra,20.55,74.533,2022-03-28,31.0,113.0,Sunny,14.0,326.0,NW,1013.0,0.0,24.0,2.0,30.0,8.0,10.0,IND
Malegaon,City,India,Maharashtra,20.55,74.533,2022-03-29,41.0,113.0,Sunny,20.0,329.0,NNW,1009.0,0.0,12.0,2.0,41.0,10.0,10.0,IND
Malegaon,City,India,Maharashtra,20.55,74.533,2022-03-30,41.0,113.0,Sunny,16.0,318.0,NW,1009.0,0.0,8.0,0.0,41.0,10.0,10.0,IND
Malegaon,City,India,Maharashtra,20.55,74.533,2022-03-31,41.0,113.0,Sunny,10.0,269.0,W,1008.0,0.0,5.0,0.0,42.0,10.0,10.0,IND
Malegaon,City,India,Maharashtra,20.55,74.533,2022-04-01,41.0,113.0,Sunny,4.0,13.0,NNE,1006.0,0.0,6.0,0.0,42.0,10.0,10.0,IND
Mamoudzou,City,Mayotte,,-12.779,45.227,2022-03-28,24.0,113.0,Sunny,6.0,240.0,WSW,1011.0,0.0,94.0,0.0,26.0,1.0,10.0,MYT
Mamoudzou,City,Mayotte,,-12.779,45.227,2022-03-29,32.0,113.0,Sunny,13.0,80.0,E,1011.0,0.1,67.0,0.0,40.0,6.0,10.0,MYT
Mamoudzou,City,Mayotte,,-12.779,45.227,2022-03-30,32.0,113.0,Sunny,13.0,70.0,ENE,1012.0,0.0,63.0,0.0,41.0,7.0,10.0,MYT
Mamoudzou,City,Mayotte,,-12.779,45.227,2022-03-31,29.0,389.0,Rain With Thunderstorm,9.0,190.0,S,1012.0,0.0,79.0,75.0,32.0,7.0,10.0,MYT
Mamoudzou,City,Mayotte,,-12.779,45.227,2022-04-01,31.0,122.0,Overcast,11.0,60.0,ENE,1010.0,0.0,71.0,100.0,38.0,7.0,10.0,MYT
Managua,City,Nicaragua,Managua,12.151,-86.268,2022-03-28,28.0,116.0,Partly cloudy,15.0,70.0,ENE,1012.0,0.0,62.0,25.0,29.0,1.0,10.0,NIC
Managua,City,Nicaragua,Managua,12.151,-86.268,2022-03-29,25.0,116.0,Partly cloudy,19.0,130.0,SE,1012.0,0.0,83.0,25.0,27.0,1.0,10.0,NIC
Managua,City,Nicaragua,Managua,12.151,-86.268,2022-03-30,25.0,113.0,Clear,17.0,87.0,E,1012.0,0.0,75.0,4.0,27.0,1.0,10.0,NIC
Managua,City,Nicaragua,Managua,12.151,-86.268,2022-03-31,25.0,113.0,Clear,13.0,83.0,E,1009.0,0.0,75.0,4.0,27.0,1.0,10.0,NIC
Managua,City,Nicaragua,Managua,12.151,-86.268,2022-04-01,24.0,116.0,Partly cloudy,0.0,0.0,N,1011.0,0.0,78.0,50.0,26.0,1.0,10.0,NIC
Manama,City,Bahrain,Al Manamah,26.236,50.583,2022-03-28,20.0,113.0,Sunny,35.0,330.0,NNW,1020.0,0.0,40.0,0.0,20.0,1.0,10.0,BHR
Manama,City,Bahrain,Al Manamah,26.236,50.583,2022-03-29,22.0,113.0,Sunny,46.0,320.0,NW,1019.0,0.0,46.0,0.0,24.0,5.0,10.0,BHR
Manama,City,Bahrain,Al Manamah,26.236,50.583,2022-03-30,23.0,113.0,Sunny,33.0,330.0,NNW,1017.0,0.0,57.0,0.0,25.0,6.0,10.0,BHR
Manama,City,Bahrain,Al Manamah,26.236,50.583,2022-03-31,25.0,113.0,Sunny,20.0,320.0,NW,1015.0,0.0,30.0,0.0,26.0,6.0,10.0,BHR
Manama,City,Bahrain,Al Manamah,26.236,50.583,2022-04-01,31.0,113.0,Sunny,22.0,330.0,NNW,1013.0,0.0,14.0,0.0,33.0,7.0,10.0,BHR
Manila,City,Philippines,Manila,14.604,120.982,2022-03-28,33.0,116.0,Partly cloudy,0.0,132.0,SE,1012.0,0.0,56.0,25.0,37.0,8.0,10.0,PHL
Manila,City,Philippines,Manila,14.604,120.982,2022-03-29,33.0,116.0,Partly cloudy,20.0,110.0,ESE,1009.0,0.0,56.0,50.0,36.0,9.0,10.0,PHL
Manila,City,Philippines,Manila,14.604,120.982,2022-03-30,34.0,116.0,Partly cloudy,0.0,94.0,E,1009.0,0.0,53.0,25.0,38.0,8.0,10.0,PHL
Manila,City,Philippines,Manila,14.604,120.982,2022-03-31,34.0,116.0,Partly cloudy,19.0,120.0,ESE,1009.0,0.0,53.0,75.0,38.0,9.0,10.0,PHL
Manila,City,Philippines,Manila,14.604,120.982,2022-04-01,29.0,116.0,Partly cloudy,13.0,120.0,ESE,1011.0,0.0,70.0,25.0,31.0,7.0,10.0,PHL
Maputo,City,Mozambique,Maputo,-25.965,32.589,2022-03-28,22.0,116.0,Partly cloudy,6.0,240.0,WSW,1020.0,0.1,94.0,50.0,25.0,1.0,10.0,MOZ
Maputo,City,Mozambique,Maputo,-25.965,32.589,2022-03-29,27.0,116.0,Partly cloudy,13.0,20.0,NNE,1019.0,0.0,62.0,25.0,28.0,7.0,10.0,MOZ
Maputo,City,Mozambique,Maputo,-25.965,32.589,2022-03-30,26.0,116.0,Partly cloudy,17.0,340.0,NNW,1017.0,0.0,70.0,50.0,27.0,7.0,10.0,MOZ
Maputo,City,Mozambique,Maputo,-25.965,32.589,2022-03-31,28.0,116.0,Partly cloudy,17.0,360.0,N,1017.0,0.0,62.0,25.0,29.0,7.0,10.0,MOZ
Maputo,City,Mozambique,Maputo,-25.965,32.589,2022-04-01,32.0,116.0,Partly cloudy,11.0,10.0,N,1013.0,0.0,46.0,50.0,34.0,8.0,10.0,MOZ
Marigot,City,Guadeloupe,,18.067,-63.083,2022-03-28,25.0,116.0,Partly cloudy,0.0,135.0,SE,1017.0,0.0,83.0,25.0,27.0,1.0,10.0,GLP
Marigot,City,Guadeloupe,,18.067,-63.083,2022-03-29,25.0,116.0,Partly cloudy,7.0,60.0,ENE,1017.0,0.5,83.0,25.0,27.0,1.0,10.0,GLP
Marigot,City,Guadeloupe,,18.067,-63.083,2022-03-30,25.0,116.0,Partly cloudy,15.0,40.0,NE,1016.0,0.0,74.0,25.0,27.0,1.0,10.0,GLP
Marigot,City,Guadeloupe,,18.067,-63.083,2022-03-31,25.0,116.0,Partly cloudy,26.0,60.0,ENE,1015.0,0.0,69.0,25.0,27.0,1.0,10.0,GLP
Marigot,City,Guadeloupe,,18.067,-63.083,2022-04-01,25.0,116.0,Partly cloudy,22.0,70.0,ENE,1018.0,0.0,74.0,25.0,27.0,1.0,10.0,GLP
Maseru,City,Lesotho,Maseru,-29.317,27.483,2022-03-28,10.0,113.0,Clear,6.0,77.0,ENE,1021.0,0.0,54.0,0.0,10.0,1.0,10.0,LSO
Maseru,City,Lesotho,Maseru,-29.317,27.483,2022-03-29,20.0,116.0,Partly cloudy,11.0,290.0,WNW,1024.0,0.0,60.0,50.0,20.0,5.0,10.0,LSO
Maseru,City,Lesotho,Maseru,-29.317,27.483,2022-03-30,19.0,113.0,Sunny,8.0,29.0,NNE,1018.0,0.0,44.0,6.0,19.0,5.0,10.0,LSO
Maseru,City,Lesotho,Maseru,-29.317,27.483,2022-03-31,20.0,113.0,Sunny,6.0,349.0,NNW,1018.0,0.0,48.0,13.0,20.0,6.0,10.0,LSO
Maseru,City,Lesotho,Maseru,-29.317,27.483,2022-04-01,19.0,116.0,Partly cloudy,11.0,360.0,N,1021.0,0.0,68.0,50.0,19.0,6.0,10.0,LSO
Mata'utu,City,Wallis and Futuna Islands,,-13.283,-176.133,2022-03-28,26.0,353.0,"Light Rain Shower, Rain Shower",11.0,340.0,NNW,1008.0,0.0,89.0,75.0,28.0,6.0,6.0,WLF
Mata'utu,City,Wallis and Futuna Islands,,-13.283,-176.133,2022-03-29,27.0,113.0,Clear,11.0,60.0,ENE,1009.0,0.0,84.0,0.0,29.0,1.0,10.0,WLF
Mata'utu,City,Wallis and Futuna Islands,,-13.283,-176.133,2022-03-30,28.0,302.0,Rain Shower,15.0,50.0,NE,1010.0,0.1,79.0,75.0,31.0,1.0,10.0,WLF
Mata'utu,City,Wallis and Futuna Islands,,-13.283,-176.133,2022-03-31,28.0,302.0,Rain Shower,20.0,50.0,NE,1011.0,0.6,79.0,75.0,32.0,1.0,10.0,WLF
Mata'utu,City,Wallis and Futuna Islands,,-13.283,-176.133,2022-04-01,25.0,113.0,Clear,4.0,170.0,S,1012.0,0.1,94.0,0.0,27.0,1.0,10.0,WLF
Mbabane,City,Swaziland,Hhohho,-26.317,31.133,2022-03-28,16.0,248.0,Fog,2.0,132.0,SE,1022.0,0.1,98.0,100.0,16.0,1.0,0.0,SWZ
Mbabane,City,Swaziland,Hhohho,-26.317,31.133,2022-03-28,16.0,248.0,Fog,2.0,132.0,SE,1022.0,0.1,98.0,100.0,16.0,1.0,0.0,SWZ
Mbabane,City,Swaziland,Hhohho,-26.317,31.133,2022-03-29,21.0,113.0,Sunny,4.0,347.0,NNW,1020.0,0.0,63.0,6.0,21.0,6.0,10.0,SWZ
Mbabane,City,Swaziland,Hhohho,-26.317,31.133,2022-03-29,21.0,113.0,Sunny,4.0,347.0,NNW,1020.0,0.0,63.0,6.0,21.0,6.0,10.0,SWZ
Mbabane,City,Swaziland,Hhohho,-26.317,31.133,2022-03-30,21.0,113.0,Sunny,5.0,322.0,NW,1017.0,0.0,57.0,3.0,21.0,6.0,10.0,SWZ
Mbabane,City,Swaziland,Hhohho,-26.317,31.133,2022-03-30,21.0,113.0,Sunny,5.0,322.0,NW,1017.0,0.0,57.0,3.0,21.0,6.0,10.0,SWZ
Mbabane,City,Swaziland,Hhohho,-26.317,31.133,2022-03-31,24.0,113.0,Sunny,5.0,65.0,ENE,1017.0,0.0,46.0,4.0,25.0,6.0,10.0,SWZ
Mbabane,City,Swaziland,Hhohho,-26.317,31.133,2022-03-31,24.0,113.0,Sunny,5.0,65.0,ENE,1017.0,0.0,46.0,4.0,25.0,6.0,10.0,SWZ
Mbabane,City,Swaziland,Hhohho,-26.317,31.133,2022-04-01,29.0,113.0,Sunny,9.0,68.0,ENE,1014.0,0.0,35.0,6.0,28.0,7.0,10.0,SWZ
Mbabane,City,Swaziland,Hhohho,-26.317,31.133,2022-04-01,29.0,113.0,Sunny,9.0,68.0,ENE,1014.0,0.0,35.0,6.0,28.0,7.0,10.0,SWZ
Mexico City,City,Mexico,The Federal District,19.429,-99.128,2022-03-28,21.0,113.0,Clear,14.0,42.0,NE,1011.0,0.0,15.0,8.0,21.0,1.0,10.0,MEX
Mexico City,City,Mexico,The Federal District,19.429,-99.128,2022-03-29,17.0,113.0,Clear,0.0,0.0,N,1027.0,0.0,29.0,0.0,17.0,1.0,16.0,MEX
Mexico City,City,Mexico,The Federal District,19.429,-99.128,2022-03-30,19.0,113.0,Clear,7.0,140.0,SE,1024.0,0.0,30.0,0.0,19.0,1.0,16.0,MEX
Mexico City,City,Mexico,The Federal District,19.429,-99.128,2022-03-31,18.0,113.0,Clear,0.0,0.0,N,1021.0,0.0,15.0,0.0,18.0,1.0,16.0,MEX
Mexico City,City,Mexico,The Federal District,19.429,-99.128,2022-04-01,14.0,113.0,Clear,7.0,80.0,E,1022.0,0.0,41.0,0.0,14.0,1.0,11.0,MEX
Minsk,City,Belarus,Minsk,53.9,27.567,2022-03-28,1.0,113.0,Clear,22.0,230.0,SW,1013.0,0.0,59.0,0.0,-5.0,1.0,10.0,BLR
Minsk,City,Belarus,Minsk,53.9,27.567,2022-03-29,7.0,116.0,Partly cloudy,31.0,270.0,W,1001.0,0.0,61.0,62.0,3.0,3.0,10.0,BLR
Minsk,City,Belarus,Minsk,53.9,27.567,2022-03-30,2.0,113.0,Sunny,7.0,100.0,E,1005.0,0.0,60.0,0.0,1.0,1.0,10.0,BLR
Minsk,City,Belarus,Minsk,53.9,27.567,2022-03-31,-1.0,122.0,Overcast,19.0,30.0,NNE,1006.0,0.0,80.0,100.0,-7.0,1.0,10.0,BLR
Minsk,City,Belarus,Minsk,53.9,27.567,2022-04-01,3.0,122.0,Overcast,30.0,52.0,NE,1006.0,0.0,68.0,100.0,-3.0,1.0,10.0,BLR
Mogadishu,City,Somalia,Banaadir,2.067,45.367,2022-03-28,27.0,113.0,Clear,23.0,91.0,E,1010.0,0.0,70.0,4.0,29.0,1.0,10.0,SOM
Mogadishu,City,Somalia,Banaadir,2.067,45.367,2022-03-29,30.0,116.0,Partly cloudy,22.0,20.0,NNE,1011.0,0.0,70.0,75.0,34.0,7.0,10.0,SOM
Mogadishu,City,Somalia,Banaadir,2.067,45.367,2022-03-30,30.0,116.0,Partly cloudy,30.0,70.0,ENE,1011.0,0.1,79.0,75.0,35.0,6.0,10.0,SOM
Mogadishu,City,Somalia,Banaadir,2.067,45.367,2022-03-31,32.0,113.0,Sunny,24.0,91.0,E,1011.0,0.0,71.0,0.0,42.0,8.0,10.0,SOM
Mogadishu,City,Somalia,Banaadir,2.067,45.367,2022-04-01,31.0,116.0,Partly cloudy,22.0,130.0,SE,1009.0,0.0,79.0,25.0,36.0,8.0,10.0,SOM
Monaco-Ville,City,Monaco,,43.733,7.417,2022-03-28,13.0,113.0,Clear,13.0,320.0,NW,1024.0,0.0,24.0,0.0,11.0,1.0,10.0,MCO
Monaco-Ville,City,Monaco,,43.733,7.417,2022-03-29,14.0,113.0,Sunny,7.0,50.0,NE,1016.0,0.0,51.0,0.0,14.0,4.0,10.0,MCO
Monaco-Ville,City,Monaco,,43.733,7.417,2022-03-30,13.0,122.0,Overcast,11.0,30.0,NNE,1004.0,0.0,72.0,100.0,12.0,3.0,10.0,MCO
Monaco-Ville,City,Monaco,,43.733,7.417,2022-03-31,11.0,113.0,Sunny,14.0,221.0,SW,993.0,0.0,76.0,21.0,9.0,4.0,10.0,MCO
Monaco-Ville,City,Monaco,,43.733,7.417,2022-04-01,15.0,116.0,Partly cloudy,24.0,200.0,SSW,991.0,0.0,48.0,50.0,15.0,4.0,10.0,MCO
Monrovia,City,Liberia,Montserrado,6.311,-10.805,2022-03-28,26.0,113.0,Clear,6.0,199.0,SSW,1011.0,0.0,90.0,17.0,30.0,1.0,10.0,LBR
Monrovia,City,Liberia,Montserrado,6.311,-10.805,2022-03-29,26.0,113.0,Sunny,6.0,323.0,NW,1009.0,0.0,89.0,17.0,29.0,7.0,10.0,LBR
Monrovia,City,Liberia,Montserrado,6.311,-10.805,2022-03-30,26.0,116.0,Partly cloudy,4.0,263.0,W,1008.0,0.0,89.0,33.0,29.0,7.0,10.0,LBR
Monrovia,City,Liberia,Montserrado,6.311,-10.805,2022-03-31,27.0,176.0,Patchy rain possible,6.0,264.0,W,1009.0,0.1,83.0,75.0,31.0,6.0,10.0,LBR
Monrovia,City,Liberia,Montserrado,6.311,-10.805,2022-04-01,29.0,176.0,Patchy rain possible,6.0,259.0,WSW,1012.0,0.1,73.0,52.0,33.0,6.0,10.0,LBR
Montevideo,City,Uruguay,Montevideo,-34.858,-56.171,2022-03-28,17.0,113.0,Clear,0.0,279.0,W,1015.0,0.0,77.0,0.0,17.0,1.0,10.0,URY
Montevideo,City,Uruguay,Montevideo,-34.858,-56.171,2022-03-29,16.0,113.0,Clear,15.0,10.0,N,1010.0,0.0,88.0,0.0,16.0,1.0,10.0,URY
Montevideo,City,Uruguay,Montevideo,-34.858,-56.171,2022-03-30,13.0,116.0,Partly cloudy,35.0,230.0,SW,1009.0,0.0,58.0,50.0,10.0,1.0,10.0,URY
Montevideo,City,Uruguay,Montevideo,-34.858,-56.171,2022-03-31,13.0,116.0,Partly cloudy,17.0,240.0,WSW,1020.0,0.0,58.0,50.0,11.0,1.0,10.0,URY
