place,type,country,region,latitude,longitude,observation_time,temperature,weather_code,weather_desc,wind_speed,wind_degree,wind_direction,pressure,precipitation,humidity,cloud_cover,feels_like,uv_index,visibility,iso3
Guatemala City,City,Guatemala,Guatemala,14.621,-90.527,2022-04-01,16.0,143.0,Mist,0.0,0.0,N,1019.0,0.0,94.0,0.0,16.0,1.0,7.0,GTM
Gustavia,City,Guadeloupe,,17.883,-62.85,2022-03-28,26.0,113.0,Clear,21.0,128.0,SE,1016.0,0.0,75.0,24.0,28.0,1.0,10.0,GLP
Gustavia,City,Guadeloupe,,17.883,-62.85,2022-03-29,25.0,176.0,Patchy rain possible,20.0,110.0,ESE,1016.0,0.2,76.0,77.0,27.0,1.0,9.0,GLP
Gustavia,City,Guadeloupe,,17.883,-62.85,2022-03-30,25.0,116.0,Partly cloudy,24.0,71.0,ENE,1015.0,0.0,70.0,34.0,26.0,1.0,10.0,GLP
Gustavia,City,Guadeloupe,,17.883,-62.85,2022-03-31,25.0,116.0,Partly cloudy,35.0,73.0,ENE,1015.0,0.0,72.0,52.0,26.0,1.0,10.0,GLP
Gustavia,City,Guadeloupe,,17.883,-62.85,2022-04-01,25.0,116.0,Partly cloudy,22.0,70.0,ENE,1018.0,0.0,74.0,25.0,27.0,1.0,10.0,GLP
Hamilton,City,Canada,Ontario,43.25,-79.833,2022-03-28,-7.0,113.0,Clear,11.0,290.0,WNW,1017.0,0.0,65.0,0.0,-15.0,1.0,10.0,CAN
Hamilton,City,Canada,Ontario,43.25,-79.833,2022-03-29,-8.0,113.0,Clear,2.0,270.0,W,1026.0,0.0,79.0,0.0,-14.0,1.0,10.0,CAN
Hamilton,City,Canada,Ontario,43.25,-79.833,2022-03-30,-4.0,113.0,Clear,2.0,310.0,NW,1024.0,0.0,86.0,0.0,-9.0,1.0,10.0,CAN
Hamilton,City,Canada,Ontario,43.25,-79.833,2022-03-31,3.0,113.0,Clear,2.0,130.0,SE,995.0,0.0,89.0,0.0,-2.0,1.0,10.0,CAN
Hamilton,City,Canada,Ontario,43.25,-79.833,2022-04-01,2.0,113.0,Sunny,7.0,260.0,W,1002.0,0.0,82.0,0.0,-3.0,1.0,10.0,CAN
Hanoi,City,Vietnam,,21.033,105.85,2022-03-28,20.0,113.0,Sunny,15.0,60.0,ENE,1019.0,0.0,73.0,0.0,20.0,6.0,10.0,VNM
Hanoi,City,Vietnam,,21.033,105.85,2022-03-29,22.0,143.0,Mist,0.0,79.0,ENE,1012.0,0.0,73.0,100.0,25.0,5.0,4.0,VNM
Hanoi,City,Vietnam,,21.033,105.85,2022-03-30,25.0,143.0,Mist,13.0,100.0,E,1011.0,0.1,79.0,75.0,28.0,5.0,4.0,VNM
Hanoi,City,Vietnam,,21.033,105.85,2022-03-31,29.0,113.0,Sunny,7.0,270.0,W,1012.0,0.0,66.0,0.0,30.0,8.0,9.0,VNM
Hanoi,City,Vietnam,,21.033,105.85,2022-04-01,17.0,113.0,Clear,15.0,340.0,NNW,1022.0,0.0,83.0,0.0,17.0,4.0,10.0,VNM
Harare,City,Zimbabwe,Mashonaland East,-17.818,31.045,2022-03-28,17.0,353.0,Light rain shower,10.0,141.0,SE,1017.0,0.3,97.0,89.0,17.0,1.0,10.0,ZWE
Harare,City,Zimbabwe,Mashonaland East,-17.818,31.045,2022-03-29,19.0,116.0,Partly cloudy,15.0,115.0,ESE,1018.0,0.0,70.0,42.0,19.0,5.0,10.0,ZWE
Harare,City,Zimbabwe,Mashonaland East,-17.818,31.045,2022-03-30,20.0,113.0,Sunny,8.0,84.0,E,1017.0,0.0,64.0,16.0,20.0,5.0,10.0,ZWE
Harare,City,Zimbabwe,Mashonaland East,-17.818,31.045,2022-03-31,23.0,113.0,Sunny,9.0,75.0,ENE,1016.0,0.0,53.0,11.0,25.0,6.0,10.0,ZWE
Harare,City,Zimbabwe,Mashonaland East,-17.818,31.045,2022-04-01,26.0,116.0,Partly cloudy,10.0,50.0,NE,1014.0,0.0,45.0,45.0,26.0,7.0,10.0,ZWE
Havana,City,Cuba,Ciudad de la Habana,23.132,-82.364,2022-03-28,15.0,113.0,Clear,0.0,61.0,ENE,1020.0,0.0,82.0,0.0,15.0,1.0,9.0,CUB
Havana,City,Cuba,Ciudad de la Habana,23.132,-82.364,2022-03-29,14.0,113.0,Clear,2.0,330.0,NNW,1020.0,0.0,88.0,0.0,13.0,1.0,10.0,CUB
Havana,City,Cuba,Ciudad de la Habana,23.132,-82.364,2022-03-30,21.0,116.0,Partly cloudy,15.0,100.0,E,1017.0,0.0,73.0,25.0,21.0,1.0,9.0,CUB
Havana,City,Cuba,Ciudad de la Habana,23.132,-82.364,2022-03-31,22.0,116.0,Partly cloudy,7.0,130.0,SE,1012.0,0.0,83.0,25.0,25.0,1.0,9.0,CUB
Havana,City,Cuba,Ciudad de la Habana,23.132,-82.364,2022-04-01,24.0,116.0,Partly cloudy,9.0,130.0,SE,1015.0,0.0,100.0,25.0,27.0,1.0,9.0,CUB
Helsinki,City,Finland,Southern Finland,60.176,24.934,2022-03-28,3.0,113.0,Clear,20.0,260.0,W,993.0,0.0,81.0,0.0,-2.0,1.0,10.0,FIN
Helsinki,City,Finland,Southern Finland,60.176,24.934,2022-03-29,-4.0,116.0,Partly cloudy,17.0,330.0,NNW,1003.0,0.0,58.0,50.0,-8.0,1.0,10.0,FIN
Helsinki,City,Finland,Southern Finland,60.176,24.934,2022-03-30,-3.0,326.0,Light Snow Shower,19.0,270.0,W,1001.0,0.0,74.0,25.0,-9.0,1.0,10.0,FIN
Helsinki,City,Finland,Southern Finland,60.176,24.934,2022-03-31,-2.0,116.0,Partly cloudy,9.0,270.0,W,1009.0,0.0,74.0,25.0,-4.0,2.0,10.0,FIN
Helsinki,City,Finland,Southern Finland,60.176,24.934,2022-04-01,1.0,122.0,Shower In Vicinity,9.0,330.0,NNW,1017.0,0.0,47.0,50.0,1.0,1.0,10.0,FIN
Hong Kong,City,Hong Kong,,22.283,114.15,2022-03-28,17.0,296.0,Light Rain Shower,11.0,40.0,NE,1018.0,0.0,83.0,50.0,17.0,4.0,10.0,HKG
Hong Kong,City,Hong Kong,,22.283,114.15,2022-03-29,21.0,122.0,Overcast,11.0,70.0,ENE,1014.0,0.0,73.0,100.0,21.0,5.0,10.0,HKG
Hong Kong,City,Hong Kong,,22.283,114.15,2022-03-30,27.0,116.0,Partly cloudy,28.0,100.0,E,1013.0,0.0,51.0,50.0,30.0,6.0,10.0,HKG
Hong Kong,City,Hong Kong,,22.283,114.15,2022-03-31,27.0,116.0,Partly cloudy,7.0,220.0,SW,1013.0,0.0,66.0,75.0,30.0,6.0,10.0,HKG
Hong Kong,City,Hong Kong,,22.283,114.15,2022-04-01,19.0,116.0,Partly cloudy,13.0,30.0,NNE,1021.0,0.0,64.0,50.0,19.0,4.0,10.0,HKG
Honiara,City,Solomon Islands,Makira,-9.433,159.95,2022-03-28,31.0,116.0,Partly cloudy,20.0,320.0,NW,1006.0,1.3,71.0,75.0,40.0,6.0,10.0,SLB
Honiara,City,Solomon Islands,Makira,-9.433,159.95,2022-03-29,27.0,116.0,Partly cloudy,6.0,180.0,S,1007.0,0.9,89.0,50.0,31.0,6.0,10.0,SLB
Honiara,City,Solomon Islands,Makira,-9.433,159.95,2022-03-30,29.0,122.0,Overcast,4.0,110.0,ESE,1005.0,0.0,79.0,100.0,35.0,7.0,10.0,SLB
Honiara,City,Solomon Islands,Makira,-9.433,159.95,2022-03-31,27.0,116.0,Partly cloudy,6.0,140.0,SE,1005.0,1.5,89.0,75.0,31.0,1.0,10.0,SLB
Honiara,City,Solomon Islands,Makira,-9.433,159.95,2022-04-01,23.0,296.0,Light Rain,7.0,230.0,SW,1009.0,5.6,100.0,75.0,25.0,1.0,10.0,SLB
Islamabad,City,Pakistan,Islamabad,33.7,73.167,2022-03-28,21.0,113.0,Sunny,10.0,63.0,ENE,1009.0,0.0,23.0,0.0,21.0,6.0,10.0,PAK
Islamabad,City,Pakistan,Islamabad,33.7,73.167,2022-03-29,36.0,113.0,Sunny,8.0,217.0,SW,1008.0,0.0,11.0,0.0,34.0,9.0,10.0,PAK
Islamabad,City,Pakistan,Islamabad,33.7,73.167,2022-03-30,34.0,113.0,Sunny,9.0,239.0,WSW,1008.0,0.0,15.0,0.0,32.0,8.0,10.0,PAK
Islamabad,City,Pakistan,Islamabad,33.7,73.167,2022-03-31,36.0,113.0,Sunny,11.0,269.0,W,1010.0,0.0,11.0,0.0,35.0,9.0,10.0,PAK
Islamabad,City,Pakistan,Islamabad,33.7,73.167,2022-04-01,35.0,113.0,Sunny,18.0,292.0,WNW,1006.0,0.0,10.0,0.0,33.0,8.0,10.0,PAK
Jakarta,City,Indonesia,Jakarta Raya,-6.215,106.845,2022-03-28,30.0,116.0,Partly cloudy,0.0,40.0,NE,1010.0,0.0,75.0,50.0,32.0,8.0,10.0,IDN
Jakarta,City,Indonesia,Jakarta Raya,-6.215,106.845,2022-03-29,32.0,116.0,Partly cloudy,11.0,320.0,NW,1007.0,0.0,67.0,25.0,34.0,8.0,10.0,IDN
Jakarta,City,Indonesia,Jakarta Raya,-6.215,106.845,2022-03-30,32.0,116.0,Partly cloudy,13.0,350.0,N,1006.0,0.0,63.0,50.0,34.0,8.0,7.0,IDN
Jakarta,City,Indonesia,Jakarta Raya,-6.215,106.845,2022-03-31,28.0,389.0,Rain With Thunderstorm,17.0,210.0,SSW,1006.0,0.0,79.0,75.0,29.0,8.0,7.0,IDN
Jakarta,City,Indonesia,Jakarta Raya,-6.215,106.845,2022-04-01,31.0,116.0,Partly cloudy,17.0,325.0,NW,1008.0,0.0,57.0,33.0,35.0,8.0,10.0,IDN
Jamestown,City,United States of America,New York,42.097,-79.236,2022-03-28,-9.0,326.0,Light Snow,20.0,320.0,NW,1014.0,0.0,73.0,100.0,-18.0,1.0,14.0,USA
Jamestown,City,United States of America,New York,42.097,-79.236,2022-03-29,-8.0,122.0,Overcast,15.0,310.0,NW,1022.0,0.0,73.0,100.0,-13.0,1.0,16.0,USA
Jamestown,City,United States of America,New York,42.097,-79.236,2022-03-30,-6.0,113.0,Clear,9.0,180.0,S,1020.0,0.0,70.0,0.0,-10.0,1.0,16.0,USA
Jamestown,City,United States of America,New York,42.097,-79.236,2022-03-31,12.0,116.0,Partly cloudy,26.0,170.0,S,998.0,0.0,64.0,50.0,9.0,1.0,16.0,USA
Jamestown,City,United States of America,New York,42.097,-79.236,2022-04-01,0.0,323.0,"Light Snow, Mist",17.0,280.0,W,1002.0,0.0,93.0,100.0,-5.0,1.0,10.0,USA
Jerusalem,City,Israel,Yerushalayim,31.78,35.23,2022-03-28,9.0,113.0,Clear,6.0,9.0,N,1027.0,0.0,76.0,0.0,8.0,1.0,10.0,ISR
Jerusalem,City,Israel,Yerushalayim,31.78,35.23,2022-03-29,16.0,122.0,Overcast,26.0,91.0,E,1020.0,0.0,28.0,100.0,16.0,4.0,10.0,ISR
Jerusalem,City,Israel,Yerushalayim,31.78,35.23,2022-03-30,19.0,113.0,Sunny,8.0,271.0,W,1016.0,0.0,30.0,0.0,19.0,5.0,10.0,ISR
Jerusalem,City,Israel,Yerushalayim,31.78,35.23,2022-03-31,18.0,113.0,Sunny,10.0,93.0,E,1019.0,0.0,24.0,0.0,18.0,5.0,10.0,ISR
Jerusalem,City,Israel,Yerushalayim,31.78,35.23,2022-04-01,29.0,116.0,Partly cloudy,6.0,134.0,SE,1014.0,0.0,16.0,33.0,27.0,7.0,10.0,ISR
Juba,City,Sudan,Central Equatoria State,4.85,31.617,2022-03-28,25.0,176.0,Patchy rain possible,10.0,189.0,S,1009.0,0.5,72.0,81.0,26.0,1.0,9.0,SDN
Juba,City,Sudan,Central Equatoria State,4.85,31.617,2022-03-29,27.0,113.0,Sunny,11.0,170.0,S,1009.0,0.0,58.0,6.0,28.0,7.0,10.0,SDN
Juba,City,Sudan,Central Equatoria State,4.85,31.617,2022-03-30,28.0,113.0,Sunny,6.0,185.0,S,1010.0,0.0,57.0,24.0,29.0,7.0,10.0,SDN
Juba,City,Sudan,Central Equatoria State,4.85,31.617,2022-03-31,29.0,113.0,Sunny,8.0,184.0,S,1009.0,0.0,48.0,24.0,29.0,7.0,10.0,SDN
Juba,City,Sudan,Central Equatoria State,4.85,31.617,2022-04-01,40.0,113.0,Sunny,10.0,118.0,ESE,1007.0,0.0,23.0,5.0,41.0,10.0,10.0,SDN
Kabul,City,Afghanistan,Kabol,34.517,69.183,2022-03-28,14.0,113.0,Sunny,4.0,227.0,SW,1015.0,0.0,33.0,0.0,15.0,4.0,10.0,AFG
Kabul,City,Afghanistan,Kabol,34.517,69.183,2022-03-29,22.0,113.0,Sunny,1.0,4.0,N,1013.0,0.0,12.0,0.0,22.0,6.0,10.0,AFG
Kabul,City,Afghanistan,Kabol,34.517,69.183,2022-03-30,18.0,113.0,Sunny,2.0,185.0,S,1017.0,0.0,18.0,0.0,18.0,5.0,10.0,AFG
Kabul,City,Afghanistan,Kabol,34.517,69.183,2022-03-31,21.0,113.0,Sunny,3.0,67.0,ENE,1017.0,0.0,9.0,0.0,21.0,6.0,10.0,AFG
Kabul,City,Afghanistan,Kabol,34.517,69.183,2022-04-01,26.0,113.0,Sunny,6.0,64.0,ENE,1010.0,0.0,7.0,0.0,24.0,7.0,10.0,AFG
Kampala,City,Uganda,Kampala,0.316,32.566,2022-03-28,18.0,143.0,Mist,3.0,251.0,WSW,1012.0,0.0,95.0,56.0,18.0,1.0,2.0,UGA
Kampala,City,Uganda,Kampala,0.316,32.566,2022-03-29,21.0,176.0,Patchy rain possible,1.0,285.0,WNW,1013.0,0.1,84.0,80.0,21.0,5.0,10.0,UGA
Kampala,City,Uganda,Kampala,0.316,32.566,2022-03-30,21.0,119.0,Cloudy,8.0,240.0,WSW,1013.0,0.0,85.0,68.0,21.0,5.0,10.0,UGA
Kampala,City,Uganda,Kampala,0.316,32.566,2022-03-31,29.0,113.0,Sunny,10.0,165.0,SSE,1011.0,0.0,52.0,22.0,30.0,7.0,10.0,UGA
Kampala,City,Uganda,Kampala,0.316,32.566,2022-04-01,30.0,113.0,Sunny,13.0,181.0,S,1009.0,0.0,43.0,20.0,31.0,8.0,10.0,UGA
Kathmandu,City,Nepal,,27.717,85.317,2022-03-28,21.0,143.0,Haze,0.0,0.0,N,1017.0,0.0,56.0,25.0,21.0,6.0,2.0,NPL
Kathmandu,City,Nepal,,27.717,85.317,2022-03-29,24.0,143.0,Haze,19.0,220.0,SW,1013.0,0.0,54.0,75.0,23.0,8.0,5.0,NPL
Kathmandu,City,Nepal,,27.717,85.317,2022-03-30,23.0,143.0,Mist,7.0,290.0,WNW,1015.0,0.0,69.0,75.0,25.0,6.0,4.0,NPL
Kathmandu,City,Nepal,,27.717,85.317,2022-03-31,24.0,143.0,Haze,19.0,220.0,SW,1013.0,0.3,61.0,75.0,25.0,5.0,5.0,NPL
Kathmandu,City,Nepal,,27.717,85.317,2022-04-01,23.0,143.0,Haze,15.0,280.0,W,1013.0,0.1,69.0,75.0,25.0,5.0,5.0,NPL
Khartoum,City,Sudan,Al Khartum,15.588,32.534,2022-03-28,24.0,113.0,Clear,25.0,352.0,N,1010.0,0.0,10.0,0.0,23.0,1.0,10.0,SDN
Khartoum,City,Sudan,Al Khartum,15.588,32.534,2022-03-29,26.0,113.0,Sunny,21.0,360.0,N,1010.0,0.0,13.0,0.0,25.0,7.0,10.0,SDN
Khartoum,City,Sudan,Al Khartum,15.588,32.534,2022-03-30,28.0,113.0,Sunny,27.0,6.0,N,1010.0,0.0,14.0,0.0,26.0,7.0,10.0,SDN
Khartoum,City,Sudan,Al Khartum,15.588,32.534,2022-03-31,32.0,113.0,Sunny,23.0,16.0,NNE,1008.0,0.0,17.0,0.0,30.0,8.0,10.0,SDN
Khartoum,City,Sudan,Al Khartum,15.588,32.534,2022-04-01,40.0,113.0,Sunny,21.0,35.0,NE,1007.0,0.0,13.0,0.0,40.0,10.0,10.0,SDN
Kigali,City,Rwanda,Kigali,-1.954,30.061,2022-03-28,18.0,116.0,Partly cloudy,0.0,292.0,WNW,1019.0,0.0,88.0,50.0,18.0,1.0,10.0,RWA
Kigali,City,Rwanda,Kigali,-1.954,30.061,2022-03-29,23.0,116.0,Partly cloudy,6.0,190.0,S,1020.0,0.3,69.0,50.0,25.0,5.0,10.0,RWA
Kigali,City,Rwanda,Kigali,-1.954,30.061,2022-03-30,20.0,116.0,Partly cloudy,9.0,30.0,NNE,1021.0,1.4,78.0,75.0,20.0,4.0,10.0,RWA
Kigali,City,Rwanda,Kigali,-1.954,30.061,2022-03-31,21.0,116.0,Partly cloudy,13.0,180.0,S,1020.0,0.2,73.0,50.0,21.0,5.0,10.0,RWA
Kigali,City,Rwanda,Kigali,-1.954,30.061,2022-04-01,25.0,176.0,Patchy rain possible,5.0,110.0,ESE,1012.0,0.1,66.0,85.0,26.0,5.0,10.0,RWA
Kingston,City,Jamaica,Saint Andrew,18.0,-76.8,2022-03-28,27.0,116.0,Partly cloudy,9.0,220.0,SW,1015.0,0.1,74.0,75.0,30.0,1.0,10.0,JAM
Kingston,City,Jamaica,Saint Andrew,18.0,-76.8,2022-03-28,27.0,116.0,Partly cloudy,9.0,220.0,SW,1015.0,0.1,74.0,75.0,30.0,1.0,10.0,JAM
Kingston,City,Jamaica,Saint Andrew,18.0,-76.8,2022-03-29,24.0,116.0,Partly cloudy,0.0,33.0,NNE,1014.0,0.0,65.0,25.0,26.0,1.0,10.0,JAM
Kingston,City,Jamaica,Saint Andrew,18.0,-76.8,2022-03-29,24.0,116.0,Partly cloudy,0.0,33.0,NNE,1014.0,0.0,65.0,25.0,26.0,1.0,10.0,JAM
Kingston,City,Jamaica,Saint Andrew,18.0,-76.8,2022-03-30,26.0,116.0,Partly cloudy,6.0,300.0,WNW,1014.0,0.0,70.0,25.0,29.0,1.0,10.0,JAM
Kingston,City,Jamaica,Saint Andrew,18.0,-76.8,2022-03-30,26.0,116.0,Partly cloudy,6.0,300.0,WNW,1014.0,0.0,70.0,25.0,29.0,1.0,10.0,JAM
Kingston,City,Jamaica,Saint Andrew,18.0,-76.8,2022-03-31,26.0,116.0,Partly cloudy,11.0,10.0,N,1012.0,0.0,70.0,75.0,29.0,1.0,10.0,JAM
Kingston,City,Jamaica,Saint Andrew,18.0,-76.8,2022-03-31,26.0,116.0,Partly cloudy,11.0,10.0,N,1012.0,0.0,70.0,75.0,29.0,1.0,10.0,JAM
Kingston,City,Jamaica,Saint Andrew,18.0,-76.8,2022-04-01,26.0,116.0,Partly cloudy,33.0,110.0,ESE,1014.0,0.0,70.0,25.0,29.0,1.0,10.0,JAM
Kingston,City,Jamaica,Saint Andrew,18.0,-76.8,2022-04-01,26.0,116.0,Partly cloudy,33.0,110.0,ESE,1014.0,0.0,70.0,25.0,29.0,1.0,10.0,JAM
Kingstown,City,Saint Vincent and the Grenadines,Saint George,13.133,-61.217,2022-03-28,26.0,116.0,Partly cloudy,31.0,85.0,E,1014.0,0.0,76.0,53.0,29.0,1.0,10.0,VCT
Kingstown,City,Saint Vincent and the Grenadines,Saint George,13.133,-61.217,2022-03-29,26.0,116.0,Partly cloudy,28.0,78.0,ENE,1014.0,0.0,71.0,47.0,27.0,1.0,10.0,VCT
Kingstown,City,Saint Vincent and the Grenadines,Saint George,13.133,-61.217,2022-03-30,26.0,116.0,Partly cloudy,24.0,64.0,ENE,1013.0,0.0,70.0,29.0,27.0,1.0,10.0,VCT
Kingstown,City,Saint Vincent and the Grenadines,Saint George,13.133,-61.217,2022-03-31,26.0,116.0,Partly cloudy,31.0,79.0,E,1012.0,0.0,69.0,45.0,28.0,1.0,10.0,VCT
Kingstown,City,Saint Vincent and the Grenadines,Saint George,13.133,-61.217,2022-04-01,26.0,122.0,Overcast,35.0,75.0,ENE,1014.0,0.0,72.0,92.0,28.0,1.0,10.0,VCT
Kinshasa,City,Democratic Republic of Congo,Kinshasa,-4.3,15.3,2022-03-28,24.0,116.0,Partly cloudy,0.0,0.0,N,1011.0,0.0,89.0,25.0,26.0,1.0,7.0,COD
Kinshasa,City,Democratic Republic of Congo,Kinshasa,-4.3,15.3,2022-03-29,26.0,116.0,Partly cloudy,7.0,280.0,W,1013.0,0.0,84.0,50.0,29.0,5.0,8.0,COD
Kinshasa,City,Democratic Republic of Congo,Kinshasa,-4.3,15.3,2022-03-30,25.0,116.0,Partly cloudy,0.0,0.0,N,1010.0,0.0,89.0,75.0,28.0,6.0,6.0,COD
Kinshasa,City,Democratic Republic of Congo,Kinshasa,-4.3,15.3,2022-03-31,29.0,116.0,Partly cloudy,7.0,230.0,SW,1011.0,0.0,75.0,25.0,32.0,7.0,8.0,COD
Kinshasa,City,Democratic Republic of Congo,Kinshasa,-4.3,15.3,2022-04-01,29.0,353.0,Light rain shower,11.0,147.0,SSE,1011.0,0.8,73.0,53.0,33.0,6.0,10.0,COD
Kuala Lumpur,City,Malaysia,Kuala Lumpur,3.167,101.7,2022-03-28,32.0,116.0,Partly cloudy,13.0,320.0,NW,1012.0,0.0,63.0,25.0,39.0,7.0,10.0,MYS
Kuala Lumpur,City,Malaysia,Kuala Lumpur,3.167,101.7,2022-03-29,32.0,116.0,Partly cloudy,19.0,280.0,W,1005.0,0.7,67.0,25.0,38.0,7.0,10.0,MYS
Kuala Lumpur,City,Malaysia,Kuala Lumpur,3.167,101.7,2022-03-30,35.0,116.0,Partly cloudy,0.0,267.0,W,1006.0,0.8,56.0,50.0,48.0,7.0,10.0,MYS
Kuala Lumpur,City,Malaysia,Kuala Lumpur,3.167,101.7,2022-03-31,32.0,116.0,Partly cloudy,19.0,320.0,NW,1008.0,0.3,56.0,25.0,36.0,7.0,10.0,MYS
Kuala Lumpur,City,Malaysia,Kuala Lumpur,3.167,101.7,2022-04-01,31.0,116.0,Partly cloudy,15.0,290.0,WNW,1007.0,0.3,66.0,25.0,40.0,6.0,10.0,MYS
Kuwait City,City,Kuwait,Al Kuwayt,29.367,47.96,2022-03-28,13.0,113.0,Sunny,11.0,330.0,NNW,1023.0,0.0,30.0,0.0,11.0,1.0,10.0,KWT
Kuwait City,City,Kuwait,Al Kuwayt,29.367,47.96,2022-03-29,24.0,113.0,Sunny,33.0,360.0,N,1021.0,0.0,16.0,0.0,24.0,5.0,10.0,KWT
Kuwait City,City,Kuwait,Al Kuwayt,29.367,47.96,2022-03-30,26.0,113.0,Sunny,13.0,350.0,N,1018.0,0.0,16.0,0.0,25.0,6.0,10.0,KWT
Kuwait City,City,Kuwait,Al Kuwayt,29.367,47.96,2022-03-31,30.0,113.0,Sunny,9.0,190.0,S,1016.0,0.0,10.0,0.0,29.0,7.0,9.0,KWT
Kuwait City,City,Kuwait,Al Kuwayt,29.367,47.96,2022-04-01,36.0,113.0,Sunny,17.0,310.0,NW,1013.0,0.0,9.0,0.0,34.0,9.0,10.0,KWT
La Paz,City,Bolivia,La Paz,-16.5,-68.15,2022-03-28,7.0,248.0,Fog In Vicinity,13.0,90.0,E,1040.0,0.0,100.0,75.0,5.0,1.0,10.0,BOL
La Paz,City,Bolivia,La Paz,-16.5,-68.15,2022-03-28,7.0,248.0,Fog In Vicinity,13.0,90.0,E,1040.0,0.0,100.0,75.0,5.0,1.0,10.0,BOL
La Paz,City,Bolivia,La Paz,-16.5,-68.15,2022-03-29,6.0,248.0,Fog In Vicinity,0.0,15.0,NNE,1038.0,0.0,100.0,75.0,6.0,1.0,10.0,BOL
La Paz,City,Bolivia,La Paz,-16.5,-68.15,2022-03-29,6.0,248.0,Fog In Vicinity,0.0,15.0,NNE,1038.0,0.0,100.0,75.0,6.0,1.0,10.0,BOL
La Paz,City,Bolivia,La Paz,-16.5,-68.15,2022-03-30,6.0,248.0,Fog In Vicinity,11.0,120.0,ESE,1035.0,0.0,93.0,50.0,6.0,1.0,10.0,BOL
La Paz,City,Bolivia,La Paz,-16.5,-68.15,2022-03-30,6.0,248.0,Fog In Vicinity,11.0,120.0,ESE,1035.0,0.0,93.0,50.0,6.0,1.0,10.0,BOL
La Paz,City,Bolivia,La Paz,-16.5,-68.15,2022-03-31,2.0,248.0,Fog In Vicinity,0.0,21.0,NNE,1035.0,0.0,100.0,50.0,0.0,1.0,10.0,BOL
La Paz,City,Bolivia,La Paz,-16.5,-68.15,2022-03-31,2.0,248.0,Fog In Vicinity,0.0,21.0,NNE,1035.0,0.0,100.0,50.0,0.0,1.0,10.0,BOL
La Paz,City,Bolivia,La Paz,-16.5,-68.15,2022-04-01,3.0,248.0,Fog In Vicinity,11.0,80.0,E,1037.0,0.0,93.0,50.0,2.0,1.0,10.0,BOL
La Paz,City,Bolivia,La Paz,-16.5,-68.15,2022-04-01,3.0,248.0,Fog In Vicinity,11.0,80.0,E,1037.0,0.0,93.0,50.0,2.0,1.0,10.0,BOL
Libreville,City,Gabon,Estuaire,0.383,9.45,2022-03-28,25.0,386.0,"Light Rain With Thunderstorm, Rain With Thunderstorm",26.0,130.0,SE,1011.0,0.0,94.0,75.0,27.0,1.0,6.0,GAB
Libreville,City,Gabon,Estuaire,0.383,9.45,2022-03-29,28.0,116.0,Partly cloudy,0.0,118.0,ESE,1010.0,0.0,79.0,50.0,33.0,6.0,10.0,GAB
Libreville,City,Gabon,Estuaire,0.383,9.45,2022-03-30,27.0,116.0,Partly cloudy,7.0,60.0,ENE,1008.0,0.0,89.0,25.0,31.0,7.0,8.0,GAB
Libreville,City,Gabon,Estuaire,0.383,9.45,2022-03-31,28.0,116.0,Partly cloudy,13.0,130.0,SE,1009.0,0.0,84.0,75.0,31.0,7.0,10.0,GAB
Libreville,City,Gabon,Estuaire,0.383,9.45,2022-04-01,30.0,116.0,Partly cloudy,10.0,187.0,S,1011.0,0.0,68.0,46.0,34.0,7.0,10.0,GAB
Lilongwe,City,Malawi,Lilongwe,-13.983,33.783,2022-03-28,18.0,248.0,Fog,8.0,137.0,SE,1015.0,0.0,98.0,100.0,18.0,1.0,0.0,MWI
Lilongwe,City,Malawi,Lilongwe,-13.983,33.783,2022-03-29,20.0,176.0,Patchy rain possible,12.0,138.0,SE,1016.0,0.1,88.0,100.0,20.0,4.0,10.0,MWI
Lilongwe,City,Malawi,Lilongwe,-13.983,33.783,2022-03-30,19.0,122.0,Overcast,9.0,112.0,ESE,1016.0,0.0,84.0,100.0,19.0,4.0,10.0,MWI
Lilongwe,City,Malawi,Lilongwe,-13.983,33.783,2022-03-31,22.0,176.0,Patchy rain possible,14.0,80.0,E,1016.0,0.1,80.0,63.0,22.0,5.0,10.0,MWI
Lilongwe,City,Malawi,Lilongwe,-13.983,33.783,2022-04-01,23.0,176.0,Patchy rain possible,11.0,72.0,ENE,1013.0,0.3,76.0,88.0,25.0,5.0,9.0,MWI
Lima,City,Peru,Lima,-12.05,-77.05,2022-03-28,21.0,116.0,Partly cloudy,12.0,174.0,S,1012.0,0.0,72.0,46.0,21.0,1.0,10.0,PER
Lima,City,Peru,Lima,-12.05,-77.05,2022-03-29,20.0,116.0,Partly cloudy,9.0,176.0,S,1013.0,0.0,79.0,52.0,20.0,1.0,10.0,PER
Lima,City,Peru,Lima,-12.05,-77.05,2022-03-30,20.0,116.0,Partly cloudy,9.0,191.0,SSW,1011.0,0.0,83.0,46.0,20.0,1.0,10.0,PER
Lima,City,Peru,Lima,-12.05,-77.05,2022-03-31,20.0,116.0,Partly cloudy,8.0,189.0,S,1010.0,0.0,83.0,27.0,20.0,1.0,10.0,PER
Lima,City,Peru,Lima,-12.05,-77.05,2022-04-01,20.0,116.0,Partly cloudy,6.0,211.0,SSW,1012.0,0.0,84.0,49.0,20.0,1.0,10.0,PER
Lisbon,City,Portugal,Lisboa,38.717,-9.133,2022-03-28,14.0,113.0,Clear,19.0,60.0,ENE,1014.0,0.0,77.0,0.0,12.0,1.0,10.0,PRT
